0.000000000000000000e+00 -9.587503088039760202e-03 5.176447334895422081e-01 -5.235944136824920436e-01 1.484751696254332343e+00 1.577684125765510315e+00 1.579538477877263425e+00
1.000000000000000021e-02 -3.026944932209846696e-04 5.258707349638093165e-01 -5.262894855993754950e-01 1.488181475217671190e+00 1.570693237643637774e+00 1.570825284162578717e+00
2.000000000000000042e-02 -2.157420293614253416e-04 5.256490943329271692e-01 -5.260526812888793868e-01 1.488405681164640448e+00 1.570745847960510089e+00 1.570799612317596017e+00
2.999999999999999889e-02 -1.986511801856132757e-04 5.256978465924080357e-01 -5.260298851449421997e-01 1.488403365267452649e+00 1.570694244414529761e+00 1.570782332010724369e+00
4.000000000000000083e-02 -2.210538885175025736e-04 5.257647267199522245e-01 -5.260464195980812940e-01 1.488369088228403969e+00 1.570657621281482008e+00 1.570750738964494353e+00
5.000000000000000278e-02 -2.556080394624831364e-04 5.258097397247385452e-01 -5.260615110026101160e-01 1.488338933780748663e+00 1.570658393571327194e+00 1.570726721404690718e+00
5.999999999999999778e-02 -2.861294520472262414e-04 5.258405508438369624e-01 -5.260765347184803709e-01 1.488318298894093950e+00 1.570665303575953686e+00 1.570709413831483436e+00
7.000000000000000666e-02 -3.091971261758672679e-04 5.258623700044822158e-01 -5.260931888253642663e-01 1.488306156469762165e+00 1.570666015773565682e+00 1.570693550481945033e+00
8.000000000000000167e-02 -3.264368594947014745e-04 5.258778004553454899e-01 -5.261098112535741445e-01 1.488298097945681686e+00 1.570663155889695517e+00 1.570678713673811178e+00
8.999999999999999667e-02 -3.405056892979395344e-04 5.258885393747096959e-01 -5.261246270482137222e-01 1.488291971796584345e+00 1.570660250864158725e+00 1.570666264524374967e+00
1.000000000000000056e-01 -3.523584132952156949e-04 5.258957305198929122e-01 -5.261375397743195403e-01 1.488287580778134167e+00 1.570657990920658831e+00 1.570656423638357113e+00
1.100000000000000006e-01 -3.621750804533989962e-04 5.259001699925959228e-01 -5.261488653119420489e-01 1.488284824211043800e+00 1.570655878919256399e+00 1.570648628864954155e+00
1.199999999999999956e-01 -3.701466848934725730e-04 5.259025492569762150e-01 -5.261589017148250447e-01 1.488283275784099136e+00 1.570653650403450063e+00 1.570642350322557723e+00
1.300000000000000044e-01 -3.766267764018503853e-04 5.259034452675381832e-01 -5.261678422378822662e-01 1.488282481223897058e+00 1.570651351351255220e+00 1.570637302183730544e+00
1.400000000000000133e-01 -3.819774341475264470e-04 5.259033096846345012e-01 -5.261758428579706992e-01 1.488282145602267681e+00 1.570649089333349568e+00 1.570633299884568235e+00
1.499999999999999944e-01 -3.864772659683309432e-04 5.259024659619309094e-01 -5.261830411123817886e-01 1.488282092582333016e+00 1.570646925029470120e+00 1.570630173989387979e+00
1.600000000000000033e-01 -3.903235843082768762e-04 5.259011411026545124e-01 -5.261895572174538627e-01 1.488282205048816920e+00 1.570644883285954085e+00 1.570627760116939386e+00
1.700000000000000122e-01 -3.936617895185205046e-04 5.258994962571065246e-01 -5.261954919714401102e-01 1.488282400061277544e+00 1.570642977707249477e+00 1.570625913673873830e+00
1.799999999999999933e-01 -3.966045396953998066e-04 5.258976479700684381e-01 -5.262009279162193076e-01 1.488282622726034843e+00 1.570641218008816287e+00 1.570624515603562976e+00
1.900000000000000022e-01 -3.992398838454631980e-04 5.258956803606829045e-01 -5.262059314576517099e-01 1.488282839410249192e+00 1.570639609428929440e+00 1.570623470288635470e+00
2.000000000000000111e-01 -4.016354839087907637e-04 5.258936535992472239e-01 -5.262105558099642311e-01 1.488283030527403294e+00 1.570638152876052684e+00 1.570622700778149694e+00
2.099999999999999922e-01 -4.038423946510979481e-04 5.258916103645066009e-01 -5.262148439867718741e-01 1.488283185399356556e+00 1.570636846395497610e+00 1.570622144811777865e+00
2.200000000000000011e-01 -4.058986692930744897e-04 5.258895807575005854e-01 -5.262188312398832224e-01 1.488283299345062760e+00 1.570635686420519539e+00 1.570621752023325213e+00
2.300000000000000100e-01 -4.078324091928841742e-04 5.258875858186764507e-01 -5.262225467459070716e-01 1.488283371804141941e+00 1.570634668384031762e+00 1.570621481919192819e+00
2.399999999999999911e-01 -4.096641406141214884e-04 5.258856400231305406e-01 -5.262260147911126396e-01 1.488283404892442263e+00 1.570633787018699046e+00 1.570621302197245717e+00
2.500000000000000000e-01 -4.114086262432952736e-04 5.258837530780272607e-01 -5.262292556992662629e-01 1.488283402310613734e+00 1.570633036602812282e+00 1.570621187261852070e+00
2.600000000000000089e-01 -4.130762654234486960e-04 5.258819312274559676e-01 -5.262322866016625467e-01 1.488283368607197010e+00 1.570632411180091781e+00 1.570621116934517891e+00
2.700000000000000178e-01 -4.146741911871278910e-04 5.258801781927306962e-01 -5.262351220572046850e-01 1.488283308713296504e+00 1.570631904712683546e+00 1.570621075376585463e+00
2.800000000000000266e-01 -4.162071323257072303e-04 5.258784958426372391e-01 -5.262377745334112511e-01 1.488283227647712481e+00 1.570631511167736249e+00 1.570621050213665937e+00
2.899999999999999800e-01 -4.176780887139954000e-04 5.258768846707807532e-01 -5.262402547798665786e-01 1.488283130323763581e+00 1.570631224559976058e+00 1.570621031825655267e+00
2.999999999999999889e-01 -4.190888523995237101e-04 5.258753441396681882e-01 -5.262425721217139918e-01 1.488283021425570229e+00 1.570631038974898086e+00 1.570621012772587921e+00
3.099999999999999978e-01 -4.204251967721303693e-04 5.258738535967264482e-01 -5.262447171608980456e-01 1.488282890703623629e+00 1.570630931560114130e+00 1.570620982798667686e+00
3.200000000000000067e-01 -4.217352453056631115e-04 5.258724699971897287e-01 -5.262467465542495226e-01 1.488282792806895793e+00 1.570630950773910017e+00 1.570620944882259229e+00
3.300000000000000155e-01 -4.229619876726755973e-04 5.258711211159216026e-01 -5.262486134845858476e-01 1.488282660397425072e+00 1.570631024391120123e+00 1.570620899035073625e+00
3.400000000000000244e-01 -4.241384836751381461e-04 5.258698488121971160e-01 -5.262503535411159339e-01 1.488282549025263135e+00 1.570631188241226051e+00 1.570620827256880458e+00
3.500000000000000333e-01 -4.252571671961629047e-04 5.258686314869772671e-01 -5.262519616561076585e-01 1.488282439231535692e+00 1.570631422947408762e+00 1.570620744308421690e+00
3.599999999999999867e-01 -4.263168557969411140e-04 5.258674710474675607e-01 -5.262534432121198646e-01 1.488282340283965555e+00 1.570631724884264280e+00 1.570620637272684306e+00
3.699999999999999956e-01 -4.273191424099950439e-04 5.258663627975316279e-01 -5.262548032613926230e-01 1.488282252723285515e+00 1.570632088791980685e+00 1.570620510253536217e+00
3.800000000000000044e-01 -4.282643595036856959e-04 5.258653034829511297e-01 -5.262560449029923815e-01 1.488282179059561283e+00 1.570632509662685194e+00 1.570620360547532179e+00
3.900000000000000133e-01 -4.291532776371882393e-04 5.258642893584591915e-01 -5.262571719269643067e-01 1.488282120940197295e+00 1.570632982255540266e+00 1.570620187832528547e+00
4.000000000000000222e-01 -4.299868038756630160e-04 5.258633167287811716e-01 -5.262581874728556874e-01 1.488282079807977443e+00 1.570633501597390902e+00 1.570619991352965039e+00
4.100000000000000311e-01 -4.307660737440702735e-04 5.258623818317300636e-01 -5.262590946069503062e-01 1.488282056856383706e+00 1.570634062761796956e+00 1.570619770543385973e+00
4.199999999999999845e-01 -4.314923547275244351e-04 5.258614809361663589e-01 -5.262598962082537524e-01 1.488282053032386809e+00 1.570634660933006854e+00 1.570619524855896953e+00
4.299999999999999933e-01 -4.321744657739792946e-04 5.258606059212108663e-01 -5.262606025837229806e-01 1.488282100566911792e+00 1.570635290773660486e+00 1.570619262905104785e+00
4.400000000000000022e-01 -4.327832019421284991e-04 5.258597729987251057e-01 -5.262611873133441476e-01 1.488282066640016721e+00 1.570635949716263191e+00 1.570618949716188872e+00
4.500000000000000111e-01 -4.333768021595507170e-04 5.258589376934148518e-01 -5.262617040984444161e-01 1.488282213382072561e+00 1.570636628051207850e+00 1.570618647360009668e+00
4.600000000000000200e-01 -4.338918616229738663e-04 5.258581518787635023e-01 -5.262620949727091491e-01 1.488282198422511415e+00 1.570637333711770944e+00 1.570618273195973247e+00
4.700000000000000289e-01 -4.343861998890057767e-04 5.258573519671609908e-01 -5.262624220020954979e-01 1.488282387545751373e+00 1.570638039911499639e+00 1.570617922505034070e+00
4.799999999999999822e-01 -4.348212966305237495e-04 5.258565953610006005e-01 -5.262626330447708334e-01 1.488282418486191361e+00 1.570638776483838539e+00 1.570617485533542856e+00
4.899999999999999911e-01 -4.352231946945727911e-04 5.258558199251509579e-01 -5.262627798679655466e-01 1.488282642358353502e+00 1.570639494471024467e+00 1.570617086399461515e+00
